country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/10/2021,-15,33,-18,-45,-24,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/11/2021,-6,39,-11,-32,-7,12
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/12/2021,-3,42,-2,-26,5,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/13/2021,-13,33,-14,-41,-26,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/14/2021,-12,36,-19,-41,-26,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/15/2021,-8,46,-14,-39,-25,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/16/2021,-6,47,-12,-38,-25,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/17/2021,-14,35,-24,-44,-23,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/18/2021,0,49,-16,-25,-5,10
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/19/2021,-4,38,-29,-22,2,9
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/20/2021,0,49,-10,-32,-27,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/21/2021,0,54,-16,-31,-28,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/22/2021,-1,56,-16,-33,-28,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/23/2021,7,72,-8,-24,-31,13
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/24/2021,-15,64,-21,-45,-49,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/25/2021,-25,8,-5,-45,-52,13
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/26/2021,-8,32,-15,-24,-5,6
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/27/2021,-9,36,-18,-39,-36,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/28/2021,-10,39,-23,-40,-36,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/29/2021,-8,51,-19,-39,-37,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/30/2021,-10,60,-17,-45,-58,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,12/31/2021,-34,47,-36,-61,-58,25
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/1/2022,-53,-29,-30,-63,-60,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/2/2022,-27,16,-23,-38,-14,11
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/3/2022,-33,20,-37,-51,-38,22
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/4/2022,-36,21,-44,-54,-40,25
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/5/2022,-39,21,-43,-57,-41,26
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/6/2022,-40,18,-42,-58,-42,27
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/7/2022,-43,13,-45,-62,-42,30
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/8/2022,-40,13,-45,-57,-24,23
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/9/2022,-44,10,-44,-57,-14,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/10/2022,-38,16,-38,-60,-43,26
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/11/2022,-40,14,-44,-61,-45,27
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/12/2022,-42,11,-43,-62,-44,28
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/13/2022,-42,10,-41,-62,-44,28
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/14/2022,-42,11,-41,-64,-41,29
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/15/2022,-34,20,-35,-55,-20,21
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/16/2022,-38,15,-36,-54,-11,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/17/2022,-33,17,-32,-56,-39,23
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/18/2022,-35,15,-37,-57,-39,24
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/19/2022,-35,14,-37,-58,-38,25
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/20/2022,-33,15,-38,-57,-37,24
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/21/2022,-35,12,-40,-59,-34,26
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/22/2022,-28,19,-36,-51,-14,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/23/2022,-32,15,-33,-53,-6,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/24/2022,-30,15,-32,-54,-33,22
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/25/2022,-28,20,-36,-53,-34,22
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/26/2022,-33,12,-40,-54,-34,23
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/27/2022,-30,17,-34,-53,-33,22
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/28/2022,-29,18,-34,-55,-30,23
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/29/2022,-24,23,-31,-47,-10,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/30/2022,-28,19,-30,-48,-2,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,1/31/2022,-21,27,-26,-49,-31,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/1/2022,-25,23,-31,-57,-56,26
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/2/2022,-26,22,-31,-49,-30,21
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/3/2022,-27,19,-30,-51,-29,21
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/4/2022,-26,20,-30,-53,-27,22
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/5/2022,-20,26,-24,-44,-8,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/6/2022,-21,25,-18,-42,-1,12
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/7/2022,-23,21,-26,-47,-28,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/8/2022,-24,21,-29,-48,-30,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/9/2022,-25,22,-28,-49,-29,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/10/2022,-23,23,-27,-48,-29,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/11/2022,-23,23,-28,-50,-26,21
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/12/2022,-15,29,-18,-40,-8,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/13/2022,-12,31,-2,-36,0,10
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/14/2022,0,43,-5,-39,-27,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/15/2022,-17,32,-28,-43,-28,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/16/2022,-19,32,-25,-45,-28,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/17/2022,-22,25,-27,-44,-28,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/18/2022,-22,25,-26,-47,-25,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/19/2022,-14,31,-18,-37,-7,13
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/20/2022,-15,30,-12,-34,0,10
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/21/2022,-21,24,-24,-43,-26,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/22/2022,-26,16,-36,-44,-28,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/23/2022,-23,23,-27,-45,-27,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/24/2022,-18,28,-22,-39,-27,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/25/2022,-26,20,-25,-54,-51,24
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/26/2022,-21,22,-23,-40,-11,13
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/27/2022,-19,25,-13,-34,0,9
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,2/28/2022,-17,32,-21,-39,-26,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/1/2022,-20,32,-27,-41,-27,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/2/2022,-21,31,-22,-42,-26,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/3/2022,-23,23,-25,-43,-26,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/4/2022,-23,22,-28,-46,-24,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/5/2022,-15,30,-18,-35,-6,12
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/6/2022,-15,29,-10,-32,1,9
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/7/2022,-21,22,-22,-41,-25,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/8/2022,-24,19,-29,-43,-26,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/9/2022,-26,19,-28,-44,-26,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/10/2022,-25,19,-27,-42,-25,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/11/2022,-27,15,-31,-46,-23,20
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/12/2022,-20,21,-24,-32,-7,13
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/13/2022,-19,24,-19,-31,-1,10
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/14/2022,-26,14,-28,-40,-24,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/15/2022,-22,25,-32,-39,-25,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/16/2022,-23,26,-28,-40,-25,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/17/2022,-24,21,-26,-39,-25,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/18/2022,-24,19,-30,-42,-23,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/19/2022,-16,26,-20,-29,-7,12
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/20/2022,-13,29,-9,-20,0,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/21/2022,-23,20,-22,-37,-24,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/22/2022,-23,20,-29,-37,-25,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/23/2022,-25,19,-26,-37,-24,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/24/2022,-25,17,-27,-37,-24,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/25/2022,-24,19,-25,-39,-21,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/26/2022,-16,26,-16,-25,-5,11
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/27/2022,-15,26,-12,-20,1,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/28/2022,-23,17,-22,-34,-23,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/29/2022,-24,17,-30,-35,-24,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/30/2022,-23,21,-28,-35,-23,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,3/31/2022,-20,26,-24,-32,-22,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/1/2022,-23,22,-29,-36,-20,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/2/2022,-14,30,-19,-22,-5,11
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/3/2022,-14,30,-12,-17,2,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/4/2022,-22,20,-21,-30,-22,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/5/2022,-34,-1,-47,-35,-27,19
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/6/2022,-22,24,-27,-32,-23,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/7/2022,-21,23,-23,-30,-22,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/8/2022,-21,23,-27,-32,-20,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/9/2022,-16,26,-18,-24,-21,13
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/10/2022,-14,29,-11,-17,4,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/11/2022,-19,24,-19,-29,-21,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/12/2022,-19,26,-28,-27,-23,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/13/2022,-11,45,-21,-23,-27,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/14/2022,-49,8,-25,-55,-70,21
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/15/2022,-67,-31,-43,-74,-76,30
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/16/2022,-35,4,-39,-47,-40,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/17/2022,-19,21,-17,-22,-3,6
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/18/2022,-19,25,-20,-26,-22,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/19/2022,-20,24,-24,-27,-21,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/20/2022,-20,25,-23,-29,-21,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/21/2022,-21,22,-22,-28,-21,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/22/2022,-21,23,-23,-33,-18,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/23/2022,-12,32,-14,-17,-4,10
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/24/2022,-13,30,-9,-11,4,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/25/2022,-18,26,-18,-27,-20,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/26/2022,-19,26,-26,-27,-20,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/27/2022,-20,27,-21,-28,-20,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/28/2022,-18,27,-20,-26,-19,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/29/2022,-16,33,-20,-28,-17,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,4/30/2022,-8,40,-9,-11,-3,9
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/1/2022,-9,37,-3,-6,2,7
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/2/2022,-13,32,-13,-23,-23,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/3/2022,-18,26,-24,-36,-53,21
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/4/2022,-16,28,-21,-23,-20,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/5/2022,-16,29,-18,-24,-20,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/6/2022,-17,27,-19,-27,-18,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/7/2022,-8,34,3,-4,-4,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/8/2022,-2,38,-7,-5,8,6
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/9/2022,-22,25,-17,-42,-63,18
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/10/2022,-21,23,-28,-23,-25,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/11/2022,-20,26,-26,-27,-21,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/12/2022,-19,24,-24,-26,-20,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/13/2022,-16,29,-26,-27,-18,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/14/2022,-10,33,-22,-15,-3,10
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/15/2022,-16,25,-30,-11,2,8
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/16/2022,-17,26,-27,-22,-19,14
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/17/2022,-20,20,-35,-23,-19,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/18/2022,-20,23,-33,-27,-19,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/19/2022,-19,24,-30,-25,-18,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/20/2022,-20,20,-32,-29,-17,17
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/21/2022,-11,32,-20,-15,-3,11
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/22/2022,-13,24,-23,-9,3,9
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/23/2022,-18,23,-22,-23,-18,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/24/2022,-15,28,-24,-22,-18,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/25/2022,-17,29,-24,-24,-18,16
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/26/2022,-16,27,-23,-22,-17,15
PH,Philippines,National Capital Region,,,PH-00,,ChIJbTgmYNLIlzMR0HiSrNoj7V8,5/27/2022,-18,23,-28,-26,-16,16
